cuce,entidad,tipo_contratacion,modalidad,objeto,estado.x,subasta,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_proceso,persona_contacto,garantia,costo_pliego,arpc,reunion_aclaracion,fecha_adjudicacion_desierta,departamento,normativa,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado.y,cronograma
20-0906-03-1035409-1-1,Servicio Departamental De Salud Tarija - Sedes,Bienes,ANPP,Primera Adquisicion De Oxigeno Anpe N°1 Para El Hospital Regional San Juan De Dios,Contratado,,2020-03-24,2020-03-12,Especificaciones TecnicasConvocatoriaDocumento Base de ContratacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 100FORM 170FORM 200FORM 500,Ver Ficha,Marisol Tolay Cabero (Telf: 4-6643257),,,-,,2020-03-27,Tarija,NB-SABS (D.S.0181),1,1214000,34200,PRIMERA ADQUISICION DE OXIGENO ANPE N°1,GAS,4288,69.95,299945.6,OXISUR S.R.L.,52,222976,4288,52,222976,Contratado,Cronograma 0
20-0906-03-1035409-1-1,Servicio Departamental De Salud Tarija - Sedes,Bienes,ANPP,Primera Adquisicion De Oxigeno Anpe N°1 Para El Hospital Regional San Juan De Dios,Contratado,,2020-03-24,2020-03-12,Especificaciones TecnicasConvocatoriaDocumento Base de ContratacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 100FORM 170FORM 200FORM 500,Ver Ficha,Marisol Tolay Cabero (Telf: 4-6643257),,,-,,2020-03-27,Tarija,NB-SABS (D.S.0181),1,1214000,34200,PRIMERA ADQUISICION DE OXIGENO ANPE N°1,GAS,,69.95,,OXISUR S.R.L.,52,,,52,,Contratado,Cronograma 0
19-0902-43-1035196-0-E,Hospital Del Norte,Bienes,CM,Adquisicion De Humidificadores Y Reguladores De Oxigeno,Contratado,,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Roberto Marcelo Juan Zegarra Avendaño (Telf: 2864070),,,-,,2019-12-17,La Paz,NB-SABS (D.S.0181),1,4214000,39400,REGULADOR DE OXIGENO PARA TUBO DE OXIGENO DE 2M3,PIEZA,15,,,PRAXAIR BOLIVIA S.R.L.,750,11250,15,750,11250,Contratado,Cronograma
19-0902-43-1035196-0-E,Hospital Del Norte,Bienes,CM,Adquisicion De Humidificadores Y Reguladores De Oxigeno,Contratado,,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Roberto Marcelo Juan Zegarra Avendaño (Telf: 2864070),,,-,,2019-12-17,La Paz,NB-SABS (D.S.0181),2,4214000,39400,MANOMETRO DE OXIGENO DE BAJO FLUJO DE 0-15 LTRS/MIN PARA TUBO DE OXIGENO 6M3,PIEZA,6,,,PRAXAIR BOLIVIA S.R.L.,1150,6900,6,1150,6900,Contratado,Cronograma
19-0902-43-1035196-0-E,Hospital Del Norte,Bienes,CM,Adquisicion De Humidificadores Y Reguladores De Oxigeno,Contratado,,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Roberto Marcelo Juan Zegarra Avendaño (Telf: 2864070),,,-,,2019-12-17,La Paz,NB-SABS (D.S.0181),3,4214000,39400,HUMIDIFICADOR DE ROSCA METALICA Y PITON DE PLASTICO,PIEZA,154,,,PRAXAIR BOLIVIA S.R.L.,80,12320,154,80,12320,Contratado,Cronograma
19-0902-43-1035196-0-E,Hospital Del Norte,Bienes,CM,Adquisicion De Humidificadores Y Reguladores De Oxigeno,Contratado,,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Roberto Marcelo Juan Zegarra Avendaño (Telf: 2864070),,,-,,2019-12-17,La Paz,NB-SABS (D.S.0181),4,4214000,39400,FLUJOMETROS DE PARED PARA OXIGENO (OHMEDA) DE 0-15 L/MIN,PIEZA,59,,,PRAXAIR BOLIVIA S.R.L.,330,19470,59,330,19470,Contratado,Cronograma
19-0902-43-1035196-0-E,Hospital Del Norte,Bienes,CM,Adquisicion De Humidificadores Y Reguladores De Oxigeno,Contratado,,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Roberto Marcelo Juan Zegarra Avendaño (Telf: 2864070),,,-,,2019-12-17,La Paz,NB-SABS (D.S.0181),1,4214000,39400,REGULADOR DE OXIGENO PARA TUBO DE OXIGENO DE 2M3,PIEZA,,,,PRAXAIR BOLIVIA S.R.L.,,,,,,Contratado,Cronograma
19-0902-43-1035196-0-E,Hospital Del Norte,Bienes,CM,Adquisicion De Humidificadores Y Reguladores De Oxigeno,Contratado,,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Roberto Marcelo Juan Zegarra Avendaño (Telf: 2864070),,,-,,2019-12-17,La Paz,NB-SABS (D.S.0181),2,4214000,39400,MANOMETRO DE OXIGENO DE BAJO FLUJO DE 0-15 LTRS/MIN PARA TUBO DE OXIGENO 6M3,PIEZA,,,,PRAXAIR BOLIVIA S.R.L.,,,,,,Contratado,Cronograma
19-0902-43-1035196-0-E,Hospital Del Norte,Bienes,CM,Adquisicion De Humidificadores Y Reguladores De Oxigeno,Contratado,,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Roberto Marcelo Juan Zegarra Avendaño (Telf: 2864070),,,-,,2019-12-17,La Paz,NB-SABS (D.S.0181),3,4214000,39400,HUMIDIFICADOR DE ROSCA METALICA Y PITON DE PLASTICO,PIEZA,,,,PRAXAIR BOLIVIA S.R.L.,,,,,,Contratado,Cronograma
19-0902-43-1035196-0-E,Hospital Del Norte,Bienes,CM,Adquisicion De Humidificadores Y Reguladores De Oxigeno,Contratado,,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Roberto Marcelo Juan Zegarra Avendaño (Telf: 2864070),,,-,,2019-12-17,La Paz,NB-SABS (D.S.0181),4,4214000,39400,FLUJOMETROS DE PARED PARA OXIGENO (OHMEDA) DE 0-15 L/MIN,PIEZA,,,,PRAXAIR BOLIVIA S.R.L.,,,,,,Contratado,Cronograma
20-0902-42-1032817-0-E,Instituto Nacional Del Torax,Bienes,CM,Adquisicion De Oxigeno Gas Medicinal Del Mes De Enero,Contratado,,,2020-03-17,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Paola Andrea Lopez Paredes (Telf: 2226462),,,-,,2020-01-24,La Paz,NB-SABS (D.S.0181),1,1214000,34200,ADQUISICION DE OXIGENO GAS MEDICINAL,GAS,1,,,PRAXAIR BOLIVIA S.R.L.,41989.8,41989.8,1,41989.8,41989.8,Contratado,Cronograma
20-0902-42-1032817-0-E,Instituto Nacional Del Torax,Bienes,CM,Adquisicion De Oxigeno Gas Medicinal Del Mes De Enero,Contratado,,,2020-03-17,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Paola Andrea Lopez Paredes (Telf: 2226462),,,-,,2020-01-24,La Paz,NB-SABS (D.S.0181),1,1214000,34200,ADQUISICION DE OXIGENO GAS MEDICINAL,GAS,,,,PRAXAIR BOLIVIA S.R.L.,,,,,,Contratado,Cronograma
20-1201-00-1036242-0-E,Gobierno Autonomo Municipal De La Paz,Bienes,CM,Adquisicion De Oxigeno Para Atencion S.U.S. - Hospital Municipal Cotahuma Gestion 2020,Contratado,,,2020-03-17,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Melissa Soledad Flores Bustamante (Telf: 2203034),,,-,,2020-03-05,La Paz,NB-SABS (D.S.0181),1,5121000,34200,OXIGENO MEDICINAL - CILINDRO CARGADO CON OXIGENO GAS MED. DE 6M3(NO INCLUYE CILINDRO) (SEGUN ESPECIFICACIONES TECNICAS),TUBO,625,,,3 H INDUSTRIALES S.R.L.,80,50000,625,80,50000,Contratado,Cronograma
20-1201-00-1036242-0-E,Gobierno Autonomo Municipal De La Paz,Bienes,CM,Adquisicion De Oxigeno Para Atencion S.U.S. - Hospital Municipal Cotahuma Gestion 2020,Contratado,,,2020-03-17,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Melissa Soledad Flores Bustamante (Telf: 2203034),,,-,,2020-03-05,La Paz,NB-SABS (D.S.0181),1,5121000,34200,OXIGENO MEDICINAL - CILINDRO CARGADO CON OXIGENO GAS MED. DE 6M3(NO INCLUYE CILINDRO) (SEGUN ESPECIFICACIONES TECNICAS),TUBO,,,,3 H INDUSTRIALES S.R.L.,,,,,,Contratado,Cronograma
20-0417-09-1036241-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,"4 Items Otros Repuestos Y Accesorios (2 Juegos Repuestos Para Mantenimiento Para Sabina, 4 Pza Sensores De Presion Para Oxigeno, 1 Pza Tarjeta Pcb De Control De Oxigeno, 2 Pza Trampas De Agua Entrada). Electromedicina Hode Materno Infantil",Contratado,,,2020-03-17,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Brayan Luis Cabrera Vera (Telf: 2-901777),,,-,,2020-03-09,La Paz,NB-SABS (D.S.0181),1,3912000,39800,"4 ITEMS OTROS REPUESTOS Y ACCESORIOS (2 JUEGOS REPUESTOS PARA MANTENIMIENTO PARA SABINA, 4 PZA SENSORES DE PRESION PARA OXIGENO, 1 PZA TARJETA PCB DE CONTROL DE OXIGENO, 2 PZA TRAMPAS DE AGUA ENTRADA)",GLOBAL,1,,,SOCIEDAD COMERCIAL E INDUSTRIAL HANSA LIMITADA,49700,49700,1,49700,49700,Contratado,Cronograma
20-0417-09-1036241-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,"4 Items Otros Repuestos Y Accesorios (2 Juegos Repuestos Para Mantenimiento Para Sabina, 4 Pza Sensores De Presion Para Oxigeno, 1 Pza Tarjeta Pcb De Control De Oxigeno, 2 Pza Trampas De Agua Entrada). Electromedicina Hode Materno Infantil",Contratado,,,2020-03-17,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Brayan Luis Cabrera Vera (Telf: 2-901777),,,-,,2020-03-09,La Paz,NB-SABS (D.S.0181),1,3912000,39800,"4 ITEMS OTROS REPUESTOS Y ACCESORIOS (2 JUEGOS REPUESTOS PARA MANTENIMIENTO PARA SABINA, 4 PZA SENSORES DE PRESION PARA OXIGENO, 1 PZA TARJETA PCB DE CONTROL DE OXIGENO, 2 PZA TRAMPAS DE AGUA ENTRADA)",GLOBAL,1,,,SOCIEDAD COMERCIAL E INDUSTRIAL HANSA LIMITADA,,,1,,,Contratado,Cronograma
20-1201-00-1036263-0-E,Gobierno Autonomo Municipal De La Paz,Bienes,CM,Adquisicion De Oxigeno Para Unidad De Terapia Intensiva - Hospital Municipal Cotahuma Gestion 2020,Contratado,,,2020-03-19,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Melissa Soledad Flores Bustamante (Telf: 2203034),,,-,,2020-03-05,La Paz,NB-SABS (D.S.0181),1,5121000,34200,OXIGENO MEDICINAL- CILINDRO CARGADO CON OXIGENO GAS MED. DE 6M3(NO INCLUYE CILINDRO) (SEGUN ESPECIFICACIONES TECNICAS),TUBO,625,,,3 H INDUSTRIALES S.R.L.,80,50000,625,80,50000,Contratado,Cronograma
20-1201-00-1036263-0-E,Gobierno Autonomo Municipal De La Paz,Bienes,CM,Adquisicion De Oxigeno Para Unidad De Terapia Intensiva - Hospital Municipal Cotahuma Gestion 2020,Contratado,,,2020-03-19,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Melissa Soledad Flores Bustamante (Telf: 2203034),,,-,,2020-03-05,La Paz,NB-SABS (D.S.0181),1,5121000,34200,OXIGENO MEDICINAL- CILINDRO CARGADO CON OXIGENO GAS MED. DE 6M3(NO INCLUYE CILINDRO) (SEGUN ESPECIFICACIONES TECNICAS),TUBO,625,,,3 H INDUSTRIALES S.R.L.,80,,625,80,,Contratado,Cronograma
20-1302-00-1037000-0-E,Gobierno Autonomo Municipal De Quillacollo,Bienes,CM,Compra De Oxigeno Medicinal De Febrero A Diciembre De La Gestion 2020 Para El Hospital Dr. Benigno Sanchez Quillacollo,Contratado,,,2020-03-20,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Mireya Torrez Lizarazu (Telf: 4260095),,,-,,2020-02-18,Cochabamba,NB-SABS (D.S.0181),1,1214000,34200,OXIGENO GAS BOTELLON 1 M3,M3,170,,,NITROX SRL,8,1360,,,,Contratado,Cronograma
20-1302-00-1037000-0-E,Gobierno Autonomo Municipal De Quillacollo,Bienes,CM,Compra De Oxigeno Medicinal De Febrero A Diciembre De La Gestion 2020 Para El Hospital Dr. Benigno Sanchez Quillacollo,Contratado,,,2020-03-20,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Mireya Torrez Lizarazu (Telf: 4260095),,,-,,2020-02-18,Cochabamba,NB-SABS (D.S.0181),2,1214000,34200,OXIGENO GAS BOTELLON 6 M3,M3,920,,,NITROX SRL,48,44160,,,,Contratado,Cronograma
20-1302-00-1037000-0-E,Gobierno Autonomo Municipal De Quillacollo,Bienes,CM,Compra De Oxigeno Medicinal De Febrero A Diciembre De La Gestion 2020 Para El Hospital Dr. Benigno Sanchez Quillacollo,Contratado,,,2020-03-20,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Mireya Torrez Lizarazu (Telf: 4260095),,,-,,2020-02-18,Cochabamba,NB-SABS (D.S.0181),1,1214000,34200,OXIGENO GAS BOTELLON 1 M3,M3,170,,,NITROX SRL,8,,,,,Contratado,Cronograma
20-1302-00-1037000-0-E,Gobierno Autonomo Municipal De Quillacollo,Bienes,CM,Compra De Oxigeno Medicinal De Febrero A Diciembre De La Gestion 2020 Para El Hospital Dr. Benigno Sanchez Quillacollo,Contratado,,,2020-03-20,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Mireya Torrez Lizarazu (Telf: 4260095),,,-,,2020-02-18,Cochabamba,NB-SABS (D.S.0181),2,1214000,34200,OXIGENO GAS BOTELLON 6 M3,M3,920,,,NITROX SRL,48,,,,,Contratado,Cronograma
20-1401-00-1037338-0-E,Gobierno Autonomo Municipal De Oruro,Bienes,CM,"1 Pza, Aspirador Para Dialisis, 1 Pza, Concentrador De Oxigeno Para Dialisis, 1 Pza. Desfibrilador Para Dialisis Unidad De Salud Municipal - Para Los Diferentes Centros De Salud Del Municipio Alm-P-00109",Contratado,,,2020-03-21,Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Andres Angulo Rocha (Telf: 25251624),,,-,,2020-02-20,Oruro,NB-SABS (D.S.0181),1,4216000,43400,"1 PZA, ASPIRADOR PARA DIALISIS, 1 PZA, CONCENTRADOR DE OXIGENO PARA DIALISIS, 1 PZA. DESFIBRILADOR PARA DIALISIS UNIDAD DE SALUD MUNICIPAL - PARA LOS DIFERENTES CENTROS DE SALUD DEL MUNICIPIO ALM- P-00",PIEZA,1,,,VARGAS RIVAS JOSE MIGUEL,48000,48000,1,48000,48000,Contratado,Cronograma
20-1401-00-1037338-0-E,Gobierno Autonomo Municipal De Oruro,Bienes,CM,"1 Pza, Aspirador Para Dialisis, 1 Pza, Concentrador De Oxigeno Para Dialisis, 1 Pza. Desfibrilador Para Dialisis Unidad De Salud Municipal - Para Los Diferentes Centros De Salud Del Municipio Alm-P-00109",Contratado,,,2020-03-21,Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Andres Angulo Rocha (Telf: 25251624),,,-,,2020-02-20,Oruro,NB-SABS (D.S.0181),1,4216000,43400,"1 PZA, ASPIRADOR PARA DIALISIS, 1 PZA, CONCENTRADOR DE OXIGENO PARA DIALISIS, 1 PZA. DESFIBRILADOR PARA DIALISIS UNIDAD DE SALUD MUNICIPAL - PARA LOS DIFERENTES CENTROS DE SALUD DEL MUNICIPIO ALM- P-00",PIEZA,1,,,VARGAS RIVAS JOSE MIGUEL,,,1,,,Contratado,Cronograma
20-0517-00-1037588-0-E,Corporacion Minera De Bolivia - Comibol,Bienes,CD,Clq-20-10 Adquisicion De Oxigeno Y Acetileno Industrial Gestion 2020 (Recurrente),Contratado,,,2020-03-27,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Franz Felix Merlo Charca (Telf: 2682100 - 2682107-2901106),,,-,,2020-01-28,La Paz,NB-SABS (D.S.0181),1,1214000,34200,OXIGENO INDUSTRIAL,M3,2880,,,3 H INDUSTRIALES S.R.L.,20,57600,,,,Contratado,Cronograma
20-0517-00-1037588-0-E,Corporacion Minera De Bolivia - Comibol,Bienes,CD,Clq-20-10 Adquisicion De Oxigeno Y Acetileno Industrial Gestion 2020 (Recurrente),Contratado,,,2020-03-27,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Franz Felix Merlo Charca (Telf: 2682100 - 2682107-2901106),,,-,,2020-01-28,La Paz,NB-SABS (D.S.0181),2,1214000,34200,ACETILENO INDUSTRIAL,KG,1260,,,3 H INDUSTRIALES S.R.L.,75,94500,,,,Contratado,Cronograma
