cuce,entidad,tipo_contratacion,modalidad,objeto,estado,subasta,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_proceso,persona_contacto,garantia,costo_pliego,arpc,reunion_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0909-00-1039136-0-E,Gobierno Autónomo Departamental De Pando,Bienes,CD,"Adquisición De Insumos De Bioseguridad,Para Atención De Emergencia.Centro De Referencia(Covid-19)",Contratado,NA,NA,2020-04-28,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Donald Charlys Cuellar Gonzales (Telf: 38422229),NA,NA,-,NA,2020-04-07,Pando,NB-SABS (D.S.0181)
20-1306-00-1039137-0-E,Gobierno Autonomo Municipal De Colcapirhua,Bienes,CD,Adquisicion De Suministro De Bioseguridad Como Medios De Prevencion Contra La Pandemia De Coronavirus Covid-19 Para La Red Municipal,Contratado,NA,NA,2020-04-28,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Fabian  Garcia Nunez (Telf: 4269985),NA,NA,-,NA,2020-04-24,Cochabamba,NB-SABS (D.S.0181)
20-0020-10-1039227-0-E,Comando General Del Ejercito,Bienes,CM,Adquisiciã?N De Material De Limpieza Y Y Protecciã?N Para El Apoyo En Las Medidas De Bioseguridad Para El Personal Que Realiza El Patrullaje Contra El Covid-19,Contratado,NA,NA,2020-04-29,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Beatriz Betty Calle Gutierrez (Telf: 2149182 - 2149175),NA,NA,-,NA,2020-03-24,La Paz,NB-SABS (D.S.0181)
20-1401-00-1039271-0-E,Gobierno Autonomo Municipal De Oruro,Bienes,CM,"1000 Pzas. Respirador 8210 Contra Polvo Nâº95, 6 Pzas. Respirador 9820 Contra Polvo Nâº 95 Plegables, 36 Pzas. Protector Facial H4 Con Cabecera 82781 C/Policarbonato, 36 Pzas. Antiparras Gogle Gerar Antipanate Acotchgard-Tm,........................(Unidad De Salud Municipal-Prendas De Bioseguridad Alm-P-00229/20)",Contratado,NA,NA,2020-04-29,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Andres Angulo Rocha (Telf: 25251624),NA,NA,-,NA,2020-02-19,Oruro,NB-SABS (D.S.0181)
20-1701-00-1039214-0-E,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,Bienes,CM,"Adquisicion De Uniforme De Bioseguridad Epp (Equipo De Proteccion Personal), Bata De Seguridad Y Overol De Proteccion Por La Pandemia Covid 19 Para El Personal Del Concejo Municipal  De Santa Cruz De La Sierra Gestion 2020",Contratado,NA,NA,2020-04-29,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heglin Sigfredo Justiniano Camacho (Telf: Ver Convocatoria y/o DBC. ),NA,NA,-,NA,2020-04-22,Santa Cruz,NB-SABS (D.S.0181)
20-0902-43-1039386-1-1,Hospital Del Norte,Bienes,ANPE,Insumos De Bioseguridad Covid-19,Contratado,NA,2020-05-07,2020-04-30,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 100FORM 170FORM 200FORM 500,Ver Ficha,Rene Napoleon Mamani Choque (Telf: 2864070),NA,NA,-,NA,2020-05-12,La Paz,NB-SABS (D.S.0181)
20-1327-00-1039382-0-E,Gobierno Autonomo Municipal De Capinota,Bienes,CM,Compra De Desinfectante Y Equipo De Bioseguridad,Contratado,NA,NA,2020-04-30,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14),NA,NA,-,NA,2020-03-26,Cochabamba,NB-SABS (D.S.0181)
20-1221-00-1039388-0-E,Gobierno Autonomo Municipal De Colquiri,Bienes,CD,"Prevencion Control Y Atencion Del Coronavirus (Adquisicion De Insumos De Bioseguridad, Limpieza Y Desinfeccion)",Contratado,NA,NA,2020-05-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Omar Fernando Roman Fernandez (Telf: 71554270),NA,NA,-,NA,2020-04-27,La Paz,NB-SABS (D.S.0181)
20-1701-00-1039578-0-E,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,Bienes,CM,Adquisicion De Insumo De Proteccion Epp (Equipo De Protecion Personal) Por La Pandemia Covid 19 Para Bioseguridad De Los Funcionarios Del Concejo Municipal De Santa Cruz De La Sierra Gestion 2020,Contratado,NA,NA,2020-05-05,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heglin Sigfredo Justiniano Camacho (Telf: Ver Convocatoria y/o DBC. ),NA,NA,-,NA,2020-05-04,Santa Cruz,NB-SABS (D.S.0181)
20-0906-03-1039584-0-E,Servicio Departamental De Salud Tarija - Sedes,Bienes,CD,"Adquisición De Equipo De Bioseguridad: Overol, Bata, Gorro, Botas Para El Hospital Regional San Juan De Dios",Contratado,NA,NA,2020-05-05,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Maria Eugenia  Yuca (Telf: 4-6643257),NA,NA,-,NA,2020-04-29,Tarija,NB-SABS (D.S.0181)
20-1606-00-1039649-0-E,Gobierno Autonomo Municipal De Villamontes,Bienes,CD,"Adquisicion De Insumos De Bioseguridad (Barbijo N95 Sin Filtro, Gafas, Mameluco Y Antiparras) Para Prevencion Y Proteccion Del Coronavirus Covid - 19",Contratado,NA,NA,2020-05-05,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heinor Chuquimia Costano (Telf: 6722379 / 6722993),NA,NA,-,NA,2020-04-13,Tarija,NB-SABS (D.S.0181)
20-1501-00-1039217-0-E,Gobierno Autonomo Municipal De Potosi,Bienes,CM,Adquisicon De Insumos De Bioseguridad Para Centro De Salud Huari Huari (Pandemia De Coronavirus) - Mantenimiento E Equipamiento Hospital Huari Huari Centro De Salud D-15,Contratado,NA,NA,2020-05-05,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Esperanza Marca Huatta (Telf: 6223140),NA,NA,-,NA,2020-04-17,Potosi,NB-SABS (D.S.0181)
20-1306-00-1039682-0-E,Gobierno Autonomo Municipal De Colcapirhua,Bienes,CD,Adquisicion De Ropa De Trabajo E Insumos De Bioseguridad De Urgencia Como Medidas De Prevencion Contra La Pandemia Del Coronavirus (Covid-19) Para La Red Municipal De Salud De Colcapirhua,Contratado,NA,NA,2020-05-06,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Fabian  Garcia Nunez (Telf: 4269985),NA,NA,-,NA,2020-04-27,Cochabamba,NB-SABS (D.S.0181)
20-1210-00-1039678-0-E,Gobierno Autonomo Municipal De Caranavi,Bienes,CM,Prestacion  De Servicio Salud Integral - Ley 475 ( Compra De Insumos Urgente Para Bioseguridad- Hospital Municipal De Caranavi),Contratado,NA,NA,2020-05-06,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Oscar Zegarra Yanari (Telf: 28232226),NA,NA,-,NA,2020-03-13,La Paz,NB-SABS (D.S.0181)
20-1606-00-1039665-0-E,Gobierno Autonomo Municipal De Villamontes,Bienes,CD,"3ra Adquisicion Insumos De Bioseguridad (Gafas, Cubre Calzados, Overol, Estetoscopio) Para Prevencion Y Control Del Coronavirus Covid - 19 Municipio De Villa Montes",Contratado,NA,NA,2020-05-06,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heinor Chuquimia Costano (Telf: 6722379 / 6722993),NA,NA,-,NA,2020-04-22,Tarija,NB-SABS (D.S.0181)
20-1704-00-1039812-0-E,Gobierno Autonomo Municipal De La Guardia,Bienes,CD,Adquisicion De Trajes De Bioseguridad Desechables Para El Personal De Salud En Atencion A Pacientes Portadores Del Coronavirus En El Municipio De La Guardia,Contratado,NA,NA,2020-05-07,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Judith Calcina Chambi (Telf: 33557247),NA,NA,-,NA,2020-03-24,Santa Cruz,NB-SABS (D.S.0181)
20-0902-43-1039837-0-E,Hospital Del Norte,Bienes,CM,Adquisición De Dispositivo Medico Para Bioseguridad,Contratado,NA,NA,2020-05-07,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Juan Braulio Mollo Laime (Telf: 2864070),NA,NA,-,NA,2020-04-17,La Paz,NB-SABS (D.S.0181)
20-1315-00-1039774-0-E,Gobierno Autonomo Municipal De Punata,Bienes,CM,Prevencion Control Y Atencion Del Coronavirus (Adq. De Insumos De Bioseguridad Por Emergencia Sanitaria Y Cuarentena Contra El Coronavirus - Covid-19),Contratado,NA,NA,2020-05-07,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Yvan Reque Tenorio (Telf: 4577021),NA,NA,-,NA,2020-04-13,Cochabamba,NB-SABS (D.S.0181)
20-1315-00-1039769-0-E,Gobierno Autonomo Municipal De Punata,Bienes,CM,"Prevencion Control Y Atencion Del Coronavirus (Adq. De Insumos De Bioseguridad ""Sacos Impermeables Pvc Y Botas Pvc""",Contratado,NA,NA,2020-05-07,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Yvan Reque Tenorio (Telf: 4577021),NA,NA,-,NA,2020-04-30,Cochabamba,NB-SABS (D.S.0181)
20-1601-00-1039748-0-E,Gobierno Autonomo Municipal De Tarija,Bienes,CD,Sexta Adquisicion De Insumos De Bioseguridad,Contratado,NA,NA,2020-05-07,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Shirley Margarzo Romero (Telf: 6643211 - 6643216),NA,NA,-,NA,2020-04-14,Tarija,NB-SABS (D.S.0181)
20-1601-00-1039972-0-E,Gobierno Autonomo Municipal De Tarija,Bienes,CD,Decima Quinta Adquisicion De Insumos De Bioseguridad,Contratado,NA,NA,2020-05-11,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Shirley Margarzo Romero (Telf: 6643211 - 6643216),NA,NA,-,NA,2020-04-27,Tarija,NB-SABS (D.S.0181)
20-0906-03-1040113-0-E,Servicio Departamental De Salud Tarija - Sedes,Bienes,CD,Adquisicion De Traje De Bioseguridad Completo Para El Hospital Regional San Juan De Dios,Contratado,NA,NA,2020-05-12,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Maria Eugenia  Yuca (Telf: 4-6643257),NA,NA,-,NA,2020-04-21,Tarija,NB-SABS (D.S.0181)
20-0517-00-1040144-0-E,Corporacion Minera De Bolivia - Comibol,Bienes,CD,Emk Compra De Trajes De Bioseguridad,Contratado,NA,NA,2020-05-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Gabriel Sonco Vargas (Telf: 2682100 - 2682107-2901106),NA,NA,-,NA,2020-05-07,La Paz,NB-SABS (D.S.0181)
20-1260-00-1040312-0-E,Gobierno Autonomo Municipal De La Asunta,Bienes,CM,"Prevención, Control Y Atencion Del Coronavirus ""Adquisicion De Insumos De Bioseguridad Para El Personal De Oficinas De Coordinacion Del Gam La Asunta?",Contratado,NA,NA,2020-05-13,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Elena Quispe Camposalado (Telf: 76760241),NA,NA,-,NA,2020-05-07,La Paz,NB-SABS (D.S.0181)
20-1910-00-1040223-0-E,Gobierno Autonomo Municipal De Sena,Bienes,CD,"Adquisiciã???N De Insumos, Dispositivos Mã???Dicos De Bioseguridad Para La
Prevenciã???N, Control Y Atenciã???N De La Emergencia De Salud Pã???Blica De Importancia Internacional Provocada Por El Coronavirus (Covid-19) Centro De Salud El Sena",Contratado,NA,NA,2020-05-13,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Raul Alberto Cruz Mora (Telf: 8423584),NA,NA,-,NA,2020-04-02,Pando,NB-SABS (D.S.0181)
20-1303-00-1040438-0-E,Gobierno Autonomo Municipal De Sipe Sipe,Bienes,CM,"Compra De Materiales De Bioseguridad Para El Personal De Salud Para Prevencion, Control Y Atencion Del Coronavirus En Municipio De Sipe Sipe",Contratado,NA,NA,2020-05-14,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Leonardo Hinojosa Siles (Telf: 4381932),NA,NA,-,NA,2020-04-17,Cochabamba,NB-SABS (D.S.0181)
20-0903-00-1040363-0-E,Gobierno Autónomo Departamental De Cochabamba,Bienes,CM,Compra De Insumos De Bioseguridad Para La Unidad De Vigilancia Epidemiologica Del Hospital Del Niño Manuel Ascencio Villarroel,Contratado,NA,NA,2020-05-14,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Remberto Mitma Merida (Telf: 4519121-4255253),NA,NA,-,NA,2020-04-24,Cochabamba,NB-SABS (D.S.0181)
20-1205-00-1040480-0-E,Gobierno Autonomo Municipal De El Alto,Bienes,CD,"Prevenciã???N Control Y Atenciã???N Del Coronavirus, Localizaciã???N: Distrital, Distrito: Distrital (Adquisiciã???N De Dispositivos Mã???Dicos De Bioseguridad Para La Emergencia Sanitaria)",Contratado,NA,NA,2020-05-15,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jose Saul Selaez Jauna (Telf: 2829272 - 2829414),NA,NA,-,NA,2020-05-07,La Paz,NB-SABS (D.S.0181)
20-0902-03-1040685-1-1,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,ANPE,Adquisicion De Una Cabina De Bioseguridad,Contratado,NA,2020-05-22,2020-05-18,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 100FORM 170FORM 200FORM 500,Ver Ficha,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884),NA,NA,-,NA,2020-05-26,La Paz,NB-SABS (D.S.0181)
20-1312-00-1040647-0-E,Gobierno Autonomo Municipal De Sacaba,Bienes,OF,"Prevencion, Control Y Atencion Del Coronavirus (Adquisicion De Equipos De Proteccion Bioseguridad (Overoles Mamelucos))",Contratado,NA,NA,2020-05-18,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jose Angel Olmos Rojas (Telf: 4702301),NA,NA,-,NA,2020-04-22,Cochabamba,Otra Normativa especifica
