cuce,entidad,tipo_contratacion,modalidad,objeto,estado,subasta,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_proceso,persona_contacto,garantia,costo_pliego,arpc,reunion_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
21-0660-07-1136623-1-1,Direccion Administrativa Y Financiera - Organo Judicial - Santa Cruz,Servicios Generales,CM,Impermeabilizacion De Losas De Terrazas Del Piso 17 Del Edificio  Central Tdj  Santa Cruz - Gestion 2021,Contratado,No,07/05/2021,04/05/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0660-07-1136623-1-1,Javier Enrique Justiniano Paz (Telf: 3365454),,,-,,,Santa Cruz,NB-SABS (D.S.0181)
21-0138-00-1135226-1-1,Universidad Mayor Real Y Pontificia De San Francisco Xavier,Servicios Generales,CM,"Contratacion De Servicios Para Entrenadores, Formadores Y / O Instructores Para Las Escuelas Deportivas En Las Diciplinas De Voleibol Y Basquetbol Con Destino Al Departamento De Cultura Arte Y Deporte",Contratado,No,07/05/2021,04/05/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Resolucion/Documento de Declaratoria Desierta 4.Contrato/Orden de Compra/Orden de Servicio 5.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0138-00-1135226-1-1,Juan Carlos Barron Estrada (Telf: 6451970),,,-,,,Chuquisaca,NB-SABS (D.S.0181)
21-0670-04-1135720-1-1,Tribunal Electoral Departamental De Cochabamba,Bienes,CM,Adquisicion De Equipo Ats,Contratado,No,07/05/2021,04/05/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0670-04-1135720-1-1,Jose Eduardo Torrico Pereira  (Telf: 4430551),,,-,,,Cochabamba,NB-SABS (D.S.0181)
21-0902-43-1136486-1-1,Hospital Del Norte,Bienes,CM,Adquisicion De Reactivos Para Serologia,Contratado,No,07/05/2021,04/05/2021,1.Oferta del Proveedor Identificado 2.Oferta del Proveedor Identificado 3.Declaración Jurada del Proveedor 4.Declaración Jurada del Proveedor 5.Oferta del Proveedor Identificado 6.Declaración Jurada del Proveedor 7.Declaración Jurada del Proveedor 8.Oferta del Proveedor Identificado 9.Ver mas...,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0902-43-1136486-1-1,Juan Braulio Mollo Laime (Telf: 2864070),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0373-00-1136539-1-1,Fondo De Desarrollo Indigena,Servicios Generales,CM,Servicio De Empastado Para El Fondo De Desarrollo Indígena - Gestión 2021,Anulado desde la convocatoria,No,07/05/2021,04/05/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Resolucion de Anulación,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0373-00-1136539-1-1,Richar Rivero Morales (Telf: 2141566),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0902-03-1136537-1-1,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,CM,Adquisicion De Insumos Consumibles Para El Equipo Maglumi,Contratado,No,07/05/2021,04/05/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0902-03-1136537-1-1,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0146-00-1136485-1-1,Universidad Autonoma Gabriel Rene Moreno,Servicios Generales,CM,Provisión E Instalación De Cableado Red Eléctrica Para La Sala 4 Y 5 Del Centro De Innovación Tecnológica Facultativa (Citef),Contratado,No,07/05/2021,04/05/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0146-00-1136485-1-1,Martha Lidia Alvarez Caballero (Telf: 3398516),,,-,,,Santa Cruz,NB-SABS (D.S.0181)
21-0423-00-1136055-1-1,Caja De Salud De Caminos Y Ramas Anexas,Bienes,CM,Compra De Medicamentos E Insumos Medicos Etapa I  - Regional Tupiza,Contratado,No,07/05/2021,04/05/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0423-00-1136055-1-1,Carlos Nildo Lazo Cordova (Telf: 2916539),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0514-00-1136480-1-1,Empresa Nacional De Electricidad - Ende,Bienes,CM,Adquisición De Productos Para Mejoramiento  De Aterramiento Regional Cobija -  Gestión 2021,Contratado,No,07/05/2021,04/05/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0514-00-1136480-1-1,Ronald Ricardo Coronel Torrico (Telf: 4520317-2312865),,,-,,,Cochabamba,NB-SABS (D.S.0181)
21-0681-00-1136487-1-1,Ministerio Publico,Bienes,CM,Adquisicion De Equipos De Laboratorio De Idif Nacional,Contratado,No,07/05/2021,04/05/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Resolucion/Documento de Declaratoria Desierta 5.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0681-00-1136487-1-1,Luis Orlando Lucuy Encinas (Telf: 6461606),,,-,,,Chuquisaca,NB-SABS (D.S.0181)
21-0906-03-1136490-1-1,Servicio Departamental De Salud Tarija - Sedes,Bienes,CM,Segunda Adquisicion De Oxigeno Medicinal (2-Mayo) Para El Hospital Regional San Juan De Dios,Contratado,No,07/05/2021,04/05/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0906-03-1136490-1-1,Sergio Vicente Becerra Altamirano (Telf: 4-6643257),,,-,,,Tarija,NB-SABS (D.S.0181)
21-0904-04-1136475-1-1,Hospital General San Juan De Dios,Bienes,CM,Hipoclorito De Sodio (Lavandina) Para El Hospital General San Juan De Dios Y Bloque Oruro Corea (Pedido),Contratado,No,07/05/2021,04/05/2021,1.Oferta del Proveedor Identificado 2.Oferta del Proveedor Identificado 3.Declaración Jurada del Proveedor 4.Contrato/Orden de Compra/Orden de Servicio 5.Contrato/Orden de Compra/Orden de Servicio 6.Contrato/Orden de Compra/Orden de Servicio 7.Contrato/Orden de Compra/Orden de Servicio 8.Contrato/Orden de Compra/Orden de Servicio 9.Ver mas...,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0904-04-1136475-1-1,Fabiana Machado Peña (Telf: 5275405),,,-,,,Oruro,NB-SABS (D.S.0181)
21-0222-00-1136462-1-1,Instituto Nacional De Innovación Agropecuaria Y Forestal - Iniaf,Consultoria,ANPE,Contratacion De Dos Consultores Técnico De Producción De Semillas De Trigo Centro De Innovación  Sachapera 1 Y  Chaguaya 1,Contratado,No,07/05/2021,03/05/2021,1.Documento Base de Contratacion 2.Convocatoria 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Contrato/Orden de Compra/Orden de Servicio 7.Autorizacion de Excepcion 8.Autorizacion de Excepcion 9.Ver mas...,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 900 5.FORM 900 6.FORM 250 7.FORM 250,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0222-00-1136462-1-1,Jaqueline Fidelia Apaza Nina (Telf:  2 2124411 - 2 2128284),,,-,,11/05/21,La Paz,NB-SABS (D.S.0181)
21-0670-00-1136353-1-1,Organo Electoral Plurinacional,Consultoria,ANPE,Servicio De Consultoria Individual De Linea - Tecnico V - Peritaje E Identificación Dactilar Y Facial De Registros Biometricos Gestion 2021 (2 Casos),Contratado,No,07/05/2021,03/05/2021,1.Documento Base de Contratacion 2.Convocatoria 3.Acta de Apertura 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Contrato/Orden de Compra/Orden de Servicio 8.Acta o informe de recepcion definitiva 9.Ver mas...,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0670-00-1136353-1-1,Marco Antonio Paco Vargas (Telf: 2424221),,,-,,17/05/21,La Paz,NB-SABS (D.S.0181)
21-0222-00-1136434-1-1,Instituto Nacional De Innovación Agropecuaria Y Forestal - Iniaf,Consultoria,ANPE,Proceso De Contratación De 2 (Dos) Consultores Individuales De Linea- (Profesional Iii) Para El Proyecto Desarrollo De La Innovación Tecnológica Productiva Del Café En Zonas Productoras De Bolivia,Desierto,No,07/05/2021,03/05/2021,1.Documento Base de Contratacion 2.Convocatoria 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Desierta (nota),1.FORM 100 2.FORM 170,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0222-00-1136434-1-1,Jaqueline Fidelia Apaza Nina (Telf:  2 2124411 - 2 2128284),,,-,,11/05/21,La Paz,NB-SABS (D.S.0181)
21-0292-00-1136461-1-1,Vias Bolivia,Bienes,CM,Compra De Material De Escritorio - Toner,Contratado,No,06/05/2021,03/05/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0292-00-1136461-1-1,Janeth Bolivar Chiri (Telf: 2118200),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0417-01-1128870-1-2,Caja Nacional De Salud (Regional Tarija),Bienes,ANPE,"Medicamento: Lactulosa 65% A 67% (A-06-07), Para El Servicio De Farmacia Hai-Tarija.",Contratado,Si,07/05/2021,03/05/2021,1.Documento Base de Contratacion 2.Convocatoria 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-01-1128870-1-2,Julio Cesar Cruz Estrada (Telf: 6642940),,,-,,13/05/21,Tarija,NB-SABS (D.S.0181)
21-0417-01-1136459-1-1,Caja Nacional De Salud (Regional Tarija),Bienes,ANPE,"Medicamento: Imipenem + Cilastatina (500 Mg. +500 Mg.) (J-01-50), Para El Servicio De Farmacia Hai-Tarija.",Contratado,Si,07/05/2021,03/05/2021,1.Convocatoria 2.Documento Base de Contratacion 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-01-1136459-1-1,Julio Cesar Cruz Estrada (Telf: 6642940),,,-,,13/05/21,Tarija,NB-SABS (D.S.0181)
21-0417-01-1136457-1-1,Caja Nacional De Salud (Regional Tarija),Bienes,ANPE,"Medicamento: Tiopental Sodico 1 G. (N-01-15), Para El Servicio De Farmacia Hai-Tarija.",Desierto,Si,07/05/2021,03/05/2021,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Desierta (nota) 4.Informe de la Comision/Responsable de Evaluacion,1.FORM 100 2.FORM 170,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-01-1136457-1-1,Julio Cesar Cruz Estrada (Telf: 6642940),,,-,,13/05/21,Tarija,NB-SABS (D.S.0181)
21-0292-00-1136449-1-1,Vias Bolivia,Bienes,CM,Adquisición De Cámaras Ip Para Los Retenes De La Regional Tarija,Contratado,No,06/05/2021,03/05/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0292-00-1136449-1-1,Janeth Bolivar Chiri (Telf: 2118200),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0295-00-1130962-3-1,"Universidad Indigena Boliviana Comunitaria Intercultural Productiva  Casimiro Huanca""  (Unibol Quechua Casimiro Huanca)""",Bienes,ANPE,Adquisicion Semestral De Viveres'Secos'Para El Comedor Universitario  De La  Unibol Quechua'Casimiro Huanca'Gestion 2021,Contratado,Si,07/05/2021,03/05/2021,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Apertura 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva 8.Solicitud de Rectificacion 9.Ver mas...,1.FORM 100 2.FORM 170 3.Formulario 500 (Erroneo) 4.Formulario 200 (Erroneo) 5.FORM 200 6.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0295-00-1130962-3-1,Lurdez Panozo Flores (Telf: (010) (4) 4136832 - 4136317),,,-,,10/05/21,Cochabamba,NB-SABS (D.S.0181)
21-0283-00-1136443-1-1,Aduana Nacional,Bienes,CM,"Adquisición De Cajas, Cartón Y Sobres Manila Para La Oficina Central De La Aduana Nacional",Contratado,No,06/05/2021,03/05/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva 5.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0283-00-1136443-1-1,Ana Maria Siles Crespo (Telf: 2128008),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0086-10-1136451-1-1,Ucep Mi Riego,Consultoria,ANPE,Ingeniero Agronomo I ? Tecnificado  Regional Oruro - Ucep Mi Riego,Contratado,No,07/05/2021,03/05/2021,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Apertura 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Autorizacion de Excepcion,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 900,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0086-10-1136451-1-1,Edwing Vargas Limachi (Telf: 2145792),,,-,,20/05/21,La Paz,NB-SABS (D.S.0181)
21-0129-00-1136440-1-1,Escuela De Gestión Pública Plurinacional,Bienes,CM,Adquisición De Toners Primera Reposición,Contratado,No,06/05/2021,03/05/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva 5.Solicitud de Rectificacion 6.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.Formulario 500 (Erroneo) 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0129-00-1136440-1-1,Beatriz Subirana Jou (Telf: 2200131),,,-,,,La Paz,NB-SABS (D.S.0181)
