cuce,entidad,tipo_contratacion,modalidad,objeto,estado,subasta,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_proceso,persona_contacto,garantia,costo_pliego,arpc,reunion_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
21-0139-00-1127719-1-1,Universidad Mayor De San Andres - Umsa,Bienes,CM,"Compra De 'Equipo Computacional' Para La Unidad De Postgrado De La Facultad De Medicina, Enfermería, Nutrición Y Tecnología Medica.,",Contratado,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0139-00-1127719-1-1,Albaro Perez Garcia (Telf: 2441994),,,-,,,La Paz,NB-SABS (D.S.0181)
21-1302-00-1127638-1-1,Gobierno Autonomo Municipal De Quillacollo,Bienes,CM,Compra De Hojas Bond Para Hospital Dr. Benigno Sanchez Y Centros De Salud,Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1302-00-1127638-1-1,Maria Eugenia Balcas Huanaco (Telf: 4260095),,,-,,,Cochabamba,NB-SABS (D.S.0181)
21-0147-00-1127698-1-1,Universidad Autonoma Del Beni Jose Ballivian,Servicios Generales,CM,Refaccion Y Pintado De La Fachada En La Escuela Universitaria De Posgrado De La Universidad Autonoma Del Beni 'Jose Ballivian' En Trinidad,Anulado desde la convocatoria,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Resolucion de Anulación,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0147-00-1127698-1-1,Monica Vargas Suarez (Telf: 4627139),,,-,,,Beni,NB-SABS (D.S.0181)
21-0422-00-1127688-1-1,Caja Bancaria Estatal De Salud,Servicios Generales,CM,Servicio Medico Gastroenterologo (3) La Paz Gestion 2021,Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0422-00-1127688-1-1,Asunta Gladys Muñoz Mamani (Telf: 2226791),,,-,,,La Paz,NB-SABS (D.S.0181)
21-1302-00-1127397-1-1,Gobierno Autonomo Municipal De Quillacollo,Bienes,CM,Compra De Prefabricados Para El Area De Operaciones Y Mantenimiento De Redes Para E.M.A.P.A.Q.,Contratado,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1302-00-1127397-1-1,Maria Eugenia Balcas Huanaco (Telf: 4260095),,,-,,,Cochabamba,NB-SABS (D.S.0181)
21-0904-06-1127675-1-1,Servicio Departamental De Caminos - Oruro,Bienes,CM,"Adquisicion De 9 Piezas Puertas, 14 Piezas Ventanas De Madera Para La Residencia Curahuara De Carangas",Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0904-06-1127675-1-1,Douglas Alarcon Soliz (Telf: 5240701),,,-,,,Oruro,NB-SABS (D.S.0181)
21-1322-00-1127656-1-1,Gobierno Autonomo Municipal De Arbieto,Bienes,CM,?Adquisicion De Material De Imprenta Para Los Diferentes Servicios De Salud Para La Atencion De Pacientes Del S.U.S?.,Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1322-00-1127656-1-1,Gilmer Luis Diaz Rojas (Telf: 4578095),,,-,,,Cochabamba,NB-SABS (D.S.0181)
21-0147-00-1127655-1-1,Universidad Autonoma Del Beni Jose Ballivian,Servicios Generales,CM,Refaccion Y Pintado De La Federacion Universitaria Local (Ful) De La Universidad Autonoma Del Beni 'Jose Ballivian' En Trinidad,Anulado desde la convocatoria,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Resolucion de Anulación,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0147-00-1127655-1-1,Monica Vargas Suarez (Telf: 4627139),,,-,,,Beni,NB-SABS (D.S.0181)
21-1701-00-1127607-1-1,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,Bienes,CM,"Adquiscion De Camillas De Transporte De Pacientes Para Los Centros De Salud De La Red De Salud Centro, Sms",Cancelado,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Resolucion de Cancelación,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1701-00-1127607-1-1,Benjamin Daher Flambury (Telf: Ver Convocatoria y/o DBC. ),,,-,,,Santa Cruz,NB-SABS (D.S.0181)
21-0417-09-1127673-1-1,Caja Nacional De Salud - Regional La Paz,Bienes,CM,252 Com. Fingolimod 0.5 Mg,Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-09-1127673-1-1,Manuel Alejandro Almendro Lazarte (Telf: 2-901777),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0660-03-1127345-1-1,Direccion Administrativa Y Financiera - Organo Judicial - Tribunal Supremo De Justicia,Servicios Generales,CM,"Servicio Para Cableado Estructurado De Red De Datos, Categoria 6 Y Cableado De Red De Energia Regulada Para 30 Puntos , Para El Proyecto Justicia Digital Con Transparencia En El Edificio D.A.F-Oj",Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0660-03-1127345-1-1,Jenny Lourdes Calderon Aguirre (Telf: 6422250),,,-,,,Chuquisaca,NB-SABS (D.S.0181)
21-0417-09-1127659-1-1,Caja Nacional De Salud - Regional La Paz,Bienes,CM,120000 Com. Ranitidina 150 Mg,Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-09-1127659-1-1,Manuel Alejandro Almendro Lazarte (Telf: 2-901777),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0417-09-1127640-1-1,Caja Nacional De Salud - Regional La Paz,Bienes,CM,2 Items Reciempientes De Diferentes Capacidades. Serv. De Nutricion Hode I.B.R.,Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-09-1127640-1-1,Jose Luis Peralta Rocha (Telf: 2-901777),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0417-09-1121859-1-2,Caja Nacional De Salud - Regional La Paz,Bienes,CM,40000 Pza. Guantes Desechables Latex Dif. Tamaños,Contratado,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-09-1121859-1-2,Manuel Alejandro Almendro Lazarte (Telf: 2-901777),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0147-00-1127522-1-1,Universidad Autonoma Del Beni Jose Ballivian,Servicios Generales,CM,Acondicionamiento De Aulas Para Sala De Fotografia Y Video En La Carrera De Ciencias De La Comunicacion Social En El Campus Universitario 'Dr. Rene Ibañez Carranza' De La Uabjb En Trinidad,Anulado desde la convocatoria,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Resolucion de Anulación,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0147-00-1127522-1-1,Monica Vargas Suarez (Telf: 4627139),,,-,,,Beni,NB-SABS (D.S.0181)
21-0905-06-1127605-1-1,Servicio Departamental De Caminos - Potosi,Servicios Generales,CM,Alquiler De Excavadora Mas Operador Tramo:Cr.Mojo - La Carreta (Limite Tarija)Esquina Grande (Residencia Tupiza 20121),Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0905-06-1127605-1-1,Jhonely Gomez Flores (Telf: 6222061),,,-,,,Potosi,NB-SABS (D.S.0181)
21-1204-00-1127618-1-1,Gobierno Autonomo Municipal De Achocalla,Bienes,CM,Adquisicion De Tuberia Agua Potable Y Alcantarillado Zona Jaya Jawira Com. Cañuma - Tramo 01,Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1204-00-1127618-1-1,Carlo Gualberto Huarachi Araoz (Telf: 2890084-2890084),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0514-00-1127577-1-1,Empresa Nacional De Electricidad - Ende,Bienes,CM,Llantas Para El Proyecto Hidroelectrico El Condor,Desierto,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Resolucion/Documento de Declaratoria Desierta,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0514-00-1127577-1-1,Angelica Maria Albarracin Pendola (Telf: 4520317-2312865),,,-,,,Cochabamba,NB-SABS (D.S.0181)
21-0417-09-1127567-1-1,Caja Nacional De Salud - Regional La Paz,Bienes,CM,4 Pza. Laptop Eti Hospital. Unidad De Sistemas Regional La Paz,Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-09-1127567-1-1,Jose Luis Peralta Rocha (Telf: 2-901777),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0907-00-1127402-1-1,Gobierno Autónomo Departamental De Santa Cruz,Bienes,CM,Compra De Medicamentos (Adulto Mayor),Contratado,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0907-00-1127402-1-1,Norma Ines Medinacelly Mendoza (Telf: 3636300/3-3332760 /3636256),,,-,,,Santa Cruz,NB-SABS (D.S.0181)
21-0578-00-1127541-1-1,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CM,Compra De Guantes De Hilo,Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0578-00-1127541-1-1,Andrea Laura Perez Orozco (Telf: 4150000),,,-,,,Cochabamba,NB-SABS (D.S.0181)
21-1301-00-1127472-1-1,Gobierno Autonomo Municipal De Cochabamba,Bienes,CM,Adquisicion De Polvo Quimico Para Extintores,Contratado,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1301-00-1127472-1-1,Jorge Israel Amurrio Ortiz (Telf: 4258103- 4425810-4258030),,,-,,,Cochabamba,NB-SABS (D.S.0181)
21-1306-00-1127491-1-1,Gobierno Autonomo Municipal De Colcapirhua,Servicios Generales,CM,Implementacion De Sistema De Drenaje P/Bombeo Pasaje Innominado Sector Calle La Paz Lado Norte H.M. Andres Cuschieri Otb Colcapirhua Central Dist. D,Contratado,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Resolucion/Documento de Declaratoria Desierta 5.Doc. resolucion Contrato / Doc. deja sin efecto Orden de Compra/Servicio,1.FORM 110 2.FORM 220 3.FORM 600,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1306-00-1127491-1-1,Fabian  Garcia Nunez (Telf: 4269985),,,-,,,Cochabamba,NB-SABS (D.S.0181)
21-0417-09-1127447-1-1,Caja Nacional De Salud - Regional La Paz,Servicios Generales,CM,1 Servicio. Mantenimiento De Ascensores. Administracion Cimfa 9 De Abril,Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-09-1127447-1-1,Jose Luis Peralta Rocha (Telf: 2-901777),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0417-01-1127478-1-1,Caja Nacional De Salud (Regional Tarija),Servicios Generales,CM,Servicio De Limpieza Del Cis Villamontes Desde La Firma De Contrato A Diciembre 2021,Contratado,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-01-1127478-1-1,Leodan Gonzales Avendaño (Telf: 6642940),,,-,,,Tarija,NB-SABS (D.S.0181)
21-0435-00-1127357-1-1,Seguro Integral De Salud Sinec,Servicios Generales,CM,Servicio De Cirugía Oncologica I,Desierto,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Resolucion/Documento de Declaratoria Desierta,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0435-00-1127357-1-1,Susy Lizondo Balon (Telf: 3323173),,,-,,,Santa Cruz,NB-SABS (D.S.0181)
21-1221-00-1127335-1-1,Gobierno Autonomo Municipal De Colquiri,Bienes,CM,Camaras De Desinfeccion Para El Sector Educativo Del Municipio De Colquiri,Cancelado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Resolucion de Cancelación,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1221-00-1127335-1-1,Omar Fernando Roman Fernandez (Telf: 67197727 - 68009832),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0417-09-1127436-1-1,Caja Nacional De Salud - Regional La Paz,Bienes,CM,500.000 Com. Diclofenaco Sodico 50 Mg. Supervision De Farmcia Regional La Paz,Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-09-1127436-1-1,Jose Luis Peralta Rocha (Telf: 2-901777),,,-,,,La Paz,NB-SABS (D.S.0181)
21-1501-00-1127337-1-1,Gobierno Autonomo Municipal De Potosi,Bienes,CM,Adquisición De Repuestos Para Excavadora New Holland - Mantenimiento Y Equipamiento De Maquinarias - Equipo Pesado D - 15,Contratado,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1501-00-1127337-1-1,Sirley Colque Palenque (Telf: 6223140),,,-,,,Potosi,NB-SABS (D.S.0181)
21-0411-00-1127384-1-1,Corporacion Del Seguro Social Militar - Cossmil,Servicios Generales,CM,Servicio De Mantenimiento Sistema De Calefacción Colectiva Del Servicio De Quirófano Del Hospital Militar Central,Contratado,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0411-00-1127384-1-1,Edson Gonzalo Chavez  (Telf: 2900071),,,-,,,La Paz,NB-SABS (D.S.0181)
21-1332-00-1127330-1-1,Gobierno Autonomo Municipal De Pojo,Bienes,CM,Adquisicion De Materiales Para La Readecuacion De Ambientes Para La Implementacion De Laboratorio Fisica-Quimica En La Unidad Educativa Luis Espinal De La Comunidad De Challhuani (Fase I),En curso,No,08/04/2021,05/04/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Declaración Jurada del Proveedor 4.Oferta del Proveedor Identificado 5.Oferta del Proveedor Identificado 6.Declaración Jurada del Proveedor 7.Autorizacion de Excepcion,1.FORM 110 2.FORM 900,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1332-00-1127330-1-1,Limbert Juarez Iriarte (Telf: 4390549),,,-,,,Cochabamba,NB-SABS (D.S.0181)
21-0831-00-1127325-1-1,Servicio Local Acueducto Y Alcantarillado - Sela Oruro,Bienes,CM,Recargado De Gas Cloro,Contratado,No,08/04/2021,05/04/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0831-00-1127325-1-1,Candido Chuncho G (Telf: 5247701),,,-,,,Oruro,NB-SABS (D.S.0181)
